char|kMandarin|kDefinition|kSimplifiedVariant|kTraditionalVariant|kSemanticVariant|kSpecializedSemanticVariant|kFrequency|kRSKangXi|kTotalStrokes|kFourCornerCode|kCangjie|kCangjieCh|kHanYu|kKangXi|kPhonetic|radical|hsk|rth|rthkeyword|rsh|rshkeyword
蘄|qi2|variety of artemisia seek|蕲||||||19|4452.1|TRJL|廿口十中|53326.020|1067.270|571|140|||||
蘅|heng2|a fragrant plant the root is medicinal|||||||19|4422.1|THON|廿竹人弓|53326.120|1068.020|436|140|||||
蘆|lu2|rushes, reeds|芦||芦||5||19|4421.7|TYPT|廿卜心廿|53325.070|1068.050|820A|140||2871|reeds||
蘇|su1|revive, resurrect; a species of thyme; transliteration of 'Soviet'|苏||||4||19|4439.4|TNFD|廿弓火木|53327.070|1068.070|1223|140||1946|revive||
蘉|meng2||||||||19|4424.2|TWLE|廿田中水|10233.050 53326.040|1068.130|934|140|||||
蘊|yun4|collect, gather, store; profound; (Budd.) skandha|蕴||||5||19|4491.7|TVFT|廿女火廿|53323.131|1068.140|1440A|140||2429|amass||
蘋|ping2|apple|苹||||5||19|4428.6|TYHC|廿卜竹金|53325.040|1068.150|1022|140||1642|apple||
蘌|yu3||||||||20|4490.1|THLF|廿竹中火|53331.160|1068.180||140|||||
蘍|xun1||||||||19||THFS|廿竹火尸|53326.090|1068.360||140|||||
蘎|ji4||||||||19||TMBU|廿一月山|53325.020|1068.430||140|||||
蘏|jiong1||||||||19||TPFC|廿心火金|53327.050|1069.050||140|||||
蘐|xuan1||||||||19||TYRE|廿卜口水|53328.040|1069.061|511|140|||||
蘑|mo2|type of edible mushroom|||藦||||19|4426.1|TIDR|廿戈木口|53328.070|1069.061|920B|140||||2995|mushroom (cap)
蘒|qiu1|265:143|||||||19||THDU|廿竹木山|53326.071|1069.061||140|||||
蘓|su1|thyme; revive, resurrect; soviet|||||||19|4493.6|XTHDF|難廿竹木火|53326.072|1069.061||140|||||
蘔|jiong1||||||||19||TPDC|廿心木金|53328.011|1069.061||140|||||
蘕|peng2||||||||19||TVFJ|廿女火十|53330.051|1069.061||140|||||
蘖|nie4|stump, sprout||櫱|櫱||||20|4490.4|THJD|廿竹十木|53331.150|1069.070|1215|140|||||
蘗|bo4|stump, sprout|||||||20|4490.4|TSJD|廿尸十木|53333.070|1069.080||140|||||
蘘|rang2|a kind of wild ginger|||||||20|4473.2|TYRV|廿卜口女|53332.100|1069.090|1160|140|||||
蘙|yi4||||||||20|4412.7|TSEM|廿尸水一|53330.170|1069.120||140|||||
蘚|xian3|moss, lichen|藓||||||20|4435.1|TNFQ|廿弓火手|53332.050|1069.130|1200|140|||||
蘛|yu2||||||||20|4472.7|TTVB|廿廿女月|53330.100|1069.150||140|||||
蘜|ju2||||||||20|4452.7|TTJD|廿廿十木|53330.120|1069.170|680|140|||||
蘝|lian3||||||||20||TOOO|廿人人人|53332.020|1069.190|806|140|||||
蘞|lian3|wild vine, vitis pentaphylla|蔹||薟||||20|4484.8|TOOK|廿人人大|53332.010|1069.200|806|140|||||
蘟|yin3||||||||19|4423.7|TNLP|廿弓中心|53330.030|1069.230||140|||||
蘠|qiang2||||||||20|4426.1|TVMW|廿女一田|53333.100|1069.240|122|140|||||
蘡|ying1||||||||20|4440.4|TBCV|廿月金女|53331.030|1069.250||140|||||
蘢|long2|tall grass; water-weeds|茏||||||19|4421.1|TYBP|廿卜月心|53328.120|1069.280|856|140|||||
蘣|tou3||||||||19|4481.4|TTCG|廿廿金土|53330.110|1069.320||140|||||
蘤|hua1|flower, blossoms|||花||||20|4462.7|THAF|廿竹日火|53313.190|1069.330|1431|140|||||
蘥|yue4||||||||20|4422.7|TOMB|廿人一月|53331.170|1069.360||140|||||
蘦|ling2||||||||20|4466.2|TMBR|廿一月口|53330.200|1069.390|809|140|||||
蘧|qu2|a plant which resembles wheat but has no edible grain|||||||19|4430.3|TYYO|廿卜卜人|53325.060|1069.400|675A|140|||||
蘩|fan2|Artemisia stellariana|||||||20|4490.3|TOKF|廿人大火|53331.110|1070.030|343|140|||||
蘪|mei2||||||||20|4490.4|TIPD|廿戈心木|53332.130|1070.060|873C|140|||||
蘫|han4||||||||20||TEST|廿水尸廿|53332.160|1070.070||140|||||
蘬|kui1||||||||21|4412.7|THMB|廿竹一月|53335.060|1070.080||140|||||
蘭|lan2|orchid; elegant, graceful|兰||||3||20|4422.7|TANW|廿日弓田|53333.050|1070.110|766|140||1484|orchid||
蘮|ji4||||||||20|4422.1|TWLN|廿田中弓|53331.050|1070.120||140|||||
蘯|dang4|to toss about; to swing; to rock|||盪蕩||||20|4410.7|TEHT|廿水竹廿|53333.010|1070.240||108|||||
蘰|man4||||||||20|4494.7|XTVFE|難廿女火水|53333.111|1070.321||140|||||
蘱|lei4||||||||22|4448.6|TFKC|廿火大金|53337.090|1070.360||140|||||
蘲|lei2||||||||21|4410.4|TWWG|廿田田土|53334.160|1070.370||140|||||
蘳|hui1||||||||20|4481.4|TTCG|廿廿金土|53334.040|1070.420||140|||||
蘴|feng1|young shoots of the rapeturnip|||||||21|4410.8|TUJT|廿山十廿|53334.100|1071.020||140|||||
蘵|zhi1||||||||21|4415.3|TSJA|廿尸十日|53334.030|1071.030||140|||||
蘶|wei4||||||||20|4441.3|THVI|廿竹女戈|53335.010|1071.050||140|||||
蘷|kui2|one-legged monster; walrus|||||||21||TMCE|廿一金水|53334.081|1071.201|721|140|||||
蘸|zhan4|dip (a brush); remarry|||||||22|4433.1 4463.1|TMGF|廿一土火|53336.020|1071.210|22|140|||||
蘹|huai2||||||||22|4493.2|TPYV|廿心卜女|53337.120|1071.230||140|||||
蘺|li2|gracilaria verrucosa|蓠||||||21|4441.0|TYBG|廿卜月土|53335.090|1071.270|786A|140|||||
蘻|ji4||||||||22|4490.0|TJEF|廿十水火|53336.010|1071.280||140|||||
蘼|mi2||||||||22|4421.1|TIDY|廿戈木卜|53337.050|1071.300|890|140|||||
蘽|lei3|a creeper|||藟||||22||TWWD|廿田田木|53336.070|1071.310|841A|140|||||
蘾|huai4||||||||22|4413.2|TGYV|廿土卜女|53335.190|1071.340||140|||||
蘿|luo2|type of creeping plant; turnip|萝||||5||22|4491.4|TWLG|廿田中土|53336.110|1071.370|828|140||2333|edible root||
虀|ji1|minced pickles; leeks; mix; salt|||||||22|4410.1|TYSM|廿卜尸一|53337.060|1071.380|56|140|||||
虁|kui2||||||||24||XTMCE|難廿一金水|53338.110|1072.071||140|||||
虂|lu4||||||||24||TMBR|廿一月口|53338.160|1072.080||140|||||
虃|jian1||||||||23|4415.3|TEOM|廿水人一|53338.120|1072.120||140|||||
虄|sa4||||||||26||TLIM|廿中戈一|53338.031|1072.241||140|||||
虅|teng2||||||||23||TBFF|廿月火火|53338.051|1072.241||140|||||
虆|lei2|entwine; basket for carrying dirt|蔂||||||24|4490.3|TWWF|廿田田火|53338.190|1072.250|838|140|||||
虇|quan3||||||||23|4421.4|TNTG|廿弓廿土|53339.020|1072.270||140|||||
虈|xiao1||||||||24|4466.6|TRRR|廿口口口|53338.210|1072.280||140|||||
虊|luan2||||||||26||TVFD|廿女火木|53339.200|1072.440||140|||||
虋|men2|asparagus a variety of red-stalked millet|||||||29|4422.7|THBH|廿竹月竹|53340.090|1072.560|475A 881A|140|||||
虌|bie1||||||||27|4471.1|TFKU|廿火大山|53340.060|1072.580||140|||||
虍|hu1|tiger; KangXi radical 141|||||||6|2121.4|YP|卜心|42819.010|1073.010|383 820|141|||||
虎|hu3|tiger; brave, fierce; surname|||||3||8|2121.7|YPHU|卜心竹山|42819.020|1073.030|383|141|4|1422|tiger|1459|tiger
虏|lu3|to capture, imprison, seize; a prison||虜|||5||8|2122|YPKS|卜心大尸|42819.040|1073.071||141|6|||2912|take captive
虐|nüe4|cruel, harsh, oppressive|||䖈||5||9|2121.1|YPSM|卜心尸一|42820.050|1073.090|1525|141|6|2867|despotic|2913|despotic
虑|lü4|be concerned, worry about||慮|||3||10|2123|YPP|卜心心|42290.140|1073.130|843|61|4|||1460|ponder
虒|si1|an amphibious beast resembling a tiger with one horn; place name|||||||10|7121.7|HYPU|竹卜心山|42819.060|1073.140|384 1175|141|||||
虓|xiao1|roar|||唬猇||||10|4101.7|KNYPU|大弓卜心山|42819.110|1073.160|384 587|141|||||
虔|qian2|act with reverence; reverent|||䖍||5||10|2124.0|YPYK|卜心卜大|42821.020|1073.170|877|141|||||
處|chu4|place, locale; department|处||䖏処|䖏処|2||11|2124.1|YPHEN|卜心竹水弓|42822.120|1073.250|1239|141||1424|location||
虖|hu1|to cry; to shout; to howl|||||||11|2124.9|YPHFD|卜心竹火木|42822.080|1074.010|379 389|141|||||
虗|xu1||||||||11||YPOM|卜心人一|42822.070|1074.020||141|||||
虘|cuo2||||||||11||YPBM|卜心月一|42822.020|1074.030|9 97|141|||||
虙|fu2||||||||11|2123.1|YPPH|卜心心竹|42823.010|1074.040|383|141|||||
虚|xu1|false||虛|||||11|2121.2|YPTC|卜心廿金|42822.010|1074.101|383 515|141|5|||1461|false
虛|xu1|false, worthless; empty, hollow|虚||||4||12|2121.2|YPTM|卜心廿一|42825.060|1074.110|383 515|141||1455|false||
虜|lu3|to capture, imprison, seize; a prison|虏||擄|擄|5||13|2122.7|YPWKS|卜心田大尸|42826.010 42827.030|1074.130|383 820 822A|141||2866|take captive||
虝|hu3||||||||12||YUPHH|卜山心竹竹|42821.060|1074.170||141|||||
虞|yu2|concerned about, anxious, worried|||馢||5||13|2128.1|YPRVK|卜心口女大|42827.020|1074.240|948 1604|141|||||
號|hao4|mark, sign; symbol; number|号||号|号|2||13|6121.1|RSYPU|口尸卜心山|42824.040|1074.290|484|141||1493|appellation||
虠|jiao1||||||||14||YKYPU|卜大卜心山|42826.050|1075.050||141|||||
虡|ju4|support structure for bell|||||||13|2128.1|YPTMC|卜心廿一金|42828.120|1075.080|515|141|||||
虢|guo2|name of ancient feudal State in Shenxi and Hunan|||||||15|2131.7|BIYPU|月戈卜心山|42828.070|1075.170|384 737 835|141|||||
虣|bao4|cruel, violent, passionate|||暴||||16|1111.7|MMYPU|一一卜心山|42828.170|1075.180|915|141|||||
虤|yan2||||||||16|2121.7|YUYPU|卜山卜心山|42829.070|1075.250||141|||||
虥|zhan4||||||||16|2325.3|YUII|卜山戈戈|42829.040|1075.310||141|||||
虦|zhan4||||||||16||IIYPU|戈戈卜心山|42829.050|1075.400||141|||||
虧|kui1|lose, fail; damage; deficient|亏||||4||17|2122.7|YGMMS|卜土一一尸|42830.140|1075.420|717 1602A|141||2873|loss||
虨|bin1||||||||17|2222.2|YDHHH|卜木竹竹竹|42830.120|1075.430||141|||||
虩|xi4|fright|||||||18|9291.7|FFYPU|火火卜心山|42830.090|1075.530|740|141|||||
虪|shu4||||||||26|2723.1|YUOLF|卜山人中火|42832.160|1076.170||141|||||
虫|chong2|insects, worms; KangXi radical 142||蟲|蟲||5||6|5013.6|LMI|中一戈|42833.010|1076.190|331 1264 1426|142|5|||509|insect
虬|qiu2|young dragon||虯|蚪虯||||7|5211|LIU|中戈山|42833.030|1076.200|583 1634A|142|||||
虭|diao1||||||||8|5712.0|LISH|中戈尸竹|42833.110|1076.220||142|||||
虮|ji3|louse eggs, nits||蟣|||||8|5711.0|LIHN|中戈竹弓|42833.090|1076.230||142|||||
虯|qiu2|young dragon|虬||虬||||8|5210.0|LIVL|中戈女中|42833.100|1076.240|583|142|||||
虰|ding1||||||||8|5112.0|LIMN|中戈一弓|42833.050|1076.250||142|||||
虱|shi1|louse; bug; parasite|||蝨||||8|1711.0|NHLI|弓竹中戈|42834.010|1076.260|1134|142|||||
虲|xia1||||||||8||LIY|中戈卜|42833.071|1076.291||142|||||
虳|jue2||||||||9|5712.0|LIPI|中戈心戈|42835.080|1076.300||142|||||
虴|zhe2||||||||9|5211.4|LIHP|中戈竹心|42835.070|1076.310||142|||||
虵|she2||||||||9||LIPD|中戈心木|42836.020|1076.320|1368 1471|142|||||
虶|yu1||||||||9||LIMD|中戈一木|42834.060|1076.330||142|||||
虷|han2|worm|||||||9|5114.0|LIMJ|中戈一十|42834.050|1076.340|653|142|||||
虸|zi3||||||||9||LIND|中戈弓木|42835.160|1076.360|134|142|||||
虹|hong2|rainbow|||||5||9|5111.0|LIM|中戈一|42834.080|1076.400|684|142|5|1707|rainbow|1737|rainbow
虺|hui1|large poisonous snake|||||||9|1521.3|MULMI|一山中一戈|42834.150|1077.030|963|142|||||
虻|meng2|horsefly, gadfly|||||||9|5011.0|LIYV|中戈卜女|42835.120|1077.060|922|142|||||
虼|ge4|a flea; species of beetle|||||||9|5811.7|LION|中戈人弓|42835.060|1077.111|440|142|||||
虽|sui1|although, even if||雖|||2||9|6013|RLMI|口中一戈|42835.050|1077.111|285 331|142|2|||512|although
虾|xia1|shrimp, prawn||蝦|||5||9|5113|LIMY|中戈一卜|42834.120|1077.111|534|142||||510|shrimp
虿|chai4|a kind of scorpion||蠆|||||9|1013|MSLMI|一尸中一戈|42835.010|1077.111||142|||||
蚀|shi2|nibble away; erode; eclipse||蝕|||5||9|2573|NVLMI|弓女中一戈|42835.110|1077.111||184|6|||2521|eat away
蚁|yi3|ants||蟻|||5||9|5410|LIIK|中戈戈大|42835.140|1077.111||142|6|||1184|ant
蚂|ma3|ant; leech||螞|||5||9|5712|LINVM|中戈弓女一|42836.040|1077.111||142|6|||2899|leech-hopper
蚃|xiang3|||蠁|||||9||VHLMI|女竹中一戈|42836.041|1077.111||142|||||
蚄|fang1||||||||10||LIYHS|中戈卜竹尸|42840.110|1077.120|373|142|||||
蚅|e4||||||||10|5111.2|LIHSU|中戈竹尸山|42837.130|1077.130||142|||||
蚆|ba1||||||||10|5711.7|LIAU|中戈日山|42841.040|1077.140||142|||||
蚇|chi3||||||||10|5713.7|LISO|中戈尸人|42840.150|1077.150||142|||||
蚈|qian1||||||||10||LIMT|中戈一廿|42836.080 42846.160|1077.160|617|142|||||
蚉|wen2|variant of 蚊 U+868A, a mosquito, gnat|||||||10||YKLMI|卜大中一戈|42840.090|1077.170||142|||||
蚊|wen2|mosquito; gnat|||蟁||5||10|5014.0|LIYK|中戈卜大|42840.080|1077.180|877|142||1271|mosquito|1318|mosquito
蚋|rui4|gnat, mosquito|||蜹||||10|5412.7|LIOB|中戈人月|42838.140|1077.200|986 1096|142|||||
蚌|bang4|oysters, mussels; mother-of-pearl|||||||10|5510.0|LIQJ|中戈手十|42836.050|1077.210|407 1096|142|||||
蚍|pi2|mussels; various shellfish|||||||10|5111.0|LIPP|中戈心心|42838.030|1077.220|1030|142|||||
蚎|yue4||||||||10|5610.0|LIA|中戈日|42838.100|1077.240||142|||||
蚏|yue4||||||||10||LIB|中戈月|42840.010|1077.250||142|||||
蚐|jun1||||||||10|5712.0|LIPIM|中戈心戈一|42840.040|1077.270||142|||||
蚑|qi2|tip-toe|||||||10|5414.7|LIJE|中戈十水|42837.070|1077.280|130|142|||||
蚓|yin3|earthworm|||螾||5||10|5210.0|LINL|中戈弓中|42841.020|1077.350|1490|142|||||
蚔|qi2|ant eggs|||||||10|5214.0|LIHVP|中戈竹女心|42840.020|1077.360||142|||||
蚕|can2|silkworms||蠶|蠶||||10|2013.6|HKLMI|竹大中一戈|42837.020|1077.380|25 1337|142||||1744|silkworm
蚖|yuan2||||||||10|5111.1|LIMMU|中戈一一山|42837.030|1077.400|1624|142|||||
蚗|jue2||||||||10|5513.0|LIDK|中戈木大|42841.010|1078.020||142|||||
蚘|hui2|tapeworm|||痐蛔蛕||||10|5311.4|LIIKU|中戈戈大山|42837.120|1078.030|1511|142|||||
蚙|qin2||||||||10|5812.7|LIOIN|中戈人戈弓|42839.090|1078.050||142|||||
蚚|qi2||||||||10|5212.1|LIHML|中戈竹一中|42839.030|1078.070||142|||||
蚛|zhong4||||||||10||LIL|中戈中|42838.130|1078.080||142|||||
蚜|ya2|plant louse, aphids|||||||10|5114.0|LIMVH|中戈一女竹|42838.020|1078.090|951|142|||||
蚝|hao2|hairy and poisonous caterpillars|||螆||||10|5211.5|LIHQU|中戈竹手山|42838.170|1078.100|913|142|||||
蚞|mu4||||||||10|5419.0|LID|中戈木|42837.050|1078.120||142|||||
蚟|wang2||||||||10||LIMG|中戈一土|42836.060|1078.130||142|||||
蚠|fen2|person's name|||||||10||CHLMI|金竹中一戈|42839.110|1078.160||142|||||
蚡|fen2|mole|||||||10|5812.7|LICSH|中戈金尸竹|42839.100|1078.170|353|142|||||
蚢|hang2||||||||10|5011.7|LIYHN|中戈卜竹弓|42840.100|1078.180||142|||||
蚣|gong1|centipede|||||5||10|5813.2|LICI|中戈金戈|42839.120|1078.190|687|142|||||
蚤|zao3|flea; louse|||䖣||5||9|1713.6|EILMI|水戈中一戈|42836.030|1078.200|49 224|142|||||
蚥|fu4||||||||10|5814.0|LICK|中戈金大|42839.060|1078.220||142|||||
蚦|ran2|a boa constrictor|||蚺||||10||LIBMM|中戈月一一|42838.110|1078.230||142|||||
蚧|jie4|a red spotted lizard, used as medicine|||||||10|5812.0|LIOLL|中戈人中中|42839.050|1078.250|541|142|||||
蚨|fu2|a kind of water-beetle cash, then dollars and money generally|||||||10|5513.0|LIQO|中戈手人|42836.090|1078.260|380|142|||||
蚩|chi1|worm; ignorant, rustic; laugh|||||||10|2213.6|UMLI|山一中戈|42841.050 42846.010|1078.280|126 154|142|||||
蚪|dou3|tadpole|||虬||||10|5410.0|LIYJ|中戈卜十|42840.130|1079.010|1320|142|||||
蚫|bao4|abalone; dried fish; surname|||||||11|5711.2|LIPRU|中戈心口山|42845.010|1079.090||142|||||
蚬|xian3|a variety of bivalves||蜆|||||10|5711|XLIBH|難中戈月竹|42838.160|1079.101||142|||||
蚭|ni2||||||||11||LISP|中戈尸心|42845.140|1079.110||142|||||
蚮|dai4||||||||11||LIOIP|中戈人戈心|42844.030|1079.120||142|||||
蚯|qiu1|earthworm|||||5||11|5211.1|LIOM|中戈人一|42843.120|1079.130|1506|142|||||
蚰|you2|millipede|||||||11|5516.0|LILW|中戈中田|42843.020|1079.150|1512|142|||||
蚱|zha4|grasshopper; (edible) locust; cicada|||||5||11|5811.1|LIHS|中戈竹尸|42843.090|1079.160|10|142|||||
蚲|ping2||||||||11||LIMFJ|中戈一火十|42842.100|1079.180||142|||||
蚳|chi2|ant eggs|||||||11|5214.0|LIHPM|中戈竹心一|42844.100|1079.190|1307|142|||||
蚴|you4|larva|||||||11|5412.7|LIVIS|中戈女戈尸|42846.120|1079.200||142|||||
蚵|he2|oyster|||||5||11|5112.0|LIMNR|中戈一弓口|42842.040|1079.210||142|||||
蚶|han1|kind of clam, arca inflata|||||||11|5417.0|LITM|中戈廿一|42841.120|1079.220|650|142|||||
蚷|ju4||||||||10|5711.7|LISS|中戈尸尸|42838.010|1079.240|676|142|||||
蚸|li4||||||||11|5213.1|LIHMY|中戈竹一卜|42844.060|1079.250||142|||||
蚹|fu4||||||||11|5410.0|LIODI|中戈人木戈|42844.010|1079.260|392|142|||||
蚺|ran2|a boa constrictor|||蚦||||11|5515.7|LIGB|中戈土月|42843.010|1079.280||142|||||
蚻|zha2|small species of cicada|||||||11|4213.6|DULMI|木山中一戈|42842.020|1079.290||142|||||
蚼|gou3||||||||11|5712.0|LIPR|中戈心口|42844.120|1079.300|673|142|||||
蚽|pi2||||||||11|5111.9|LIMFM|中戈一火一|42842.070|1079.350||142|||||
蚾|pi2||||||||11|5414.7|LIDHE|中戈木竹水|42846.060|1079.360||142|||||
蚿|xian2|millipede|||||||11|5013.2|LIYVI|中戈卜女戈|42845.040|1080.030|1623|142|||||
蛀|zhu4|insects that eat books, clothes|||||5||11|5011.4|LIYG|中戈卜土|42845.020|1080.040|263|142|||||
蛁|diao1||||||||11|5716.2|LISHR|中戈尸竹口|42846.040|1080.050||142|||||
蛂|bie2||||||||11|5314.4|LIIKK|中戈戈大大|42842.120|1080.120||142|||||
蛃|bing3||||||||11|5112.7|LIMOB|中戈一人月|42842.050|1080.140||142|||||
蛄|gu1|mole cricket|||蛌||||11|5416.0|LIJR|中戈十口|42842.010|1080.160||142|||||
蛅|zhan1|a caterpillar|||||||11|5116.0|LIYR|中戈卜口|42842.140|1080.170||142|||||
蛆|qu1|maggots|||琅||||11|5711.0|LIBM|中戈月一|42842.160|1080.190|97|142|||||
蛇|she2|snake|||||5||11|5311.1|LIJP|中戈十心|42845.080|1080.200|1368|142|5|481|serpent|513|serpent
蛈|tie3||||||||11|5513.0|LIHQO|中戈竹手人|42843.080|1080.240||142|||||
蛉|ling2|dragonfly, libellulidae|||||||11|5813.7|LIOII|中戈人戈戈|42844.090|1080.250|812|142|||||
蛊|gu3|poison; venom; harm; bewitch||蠱|||5||11|5010|XLIBT|難中戈月廿|42843.060|1081.050||142|||||
蛋|dan4|eggs; term of abuse|||蜑||4||11|1713.6|NOLMI|弓人中一戈|42845.180|1081.110|1297|142|2|482|egg|514|egg
蛌|gu3|cricket|||蛄||||11|5213.0|LIHVO|中戈竹女人|42844.070 80032.160|1081.111|696|142|||||
蛍|ying2|glow-worm, luminous insect|||||||11|3213.6 9013.6|FBLMI|火月中一戈|42845.041|1081.111||42|||||
蛎|li4|oyster||蠣|||5||11|5112.7|LIMMS|中戈一一尸|42842.060|1081.111||142|||||
蛏|cheng1|razor clam||蟶|||||11|5711|LIEG|中戈水土|42846.070|1081.111||142|||||
蛐|qu1|cricket; worm|||||||12|5516.0|LITW|中戈廿田|42849.030|1081.120|683|142|||||
蛑|mou2|a marine crab|||||||12|5315.0|LIIHQ|中戈戈竹手|42852.130|1081.130|885|142|||||
蛒|ge2||||||||12||LIHER|中戈竹水口|42851.060|1081.140||142|||||
蛓|ci4|caterpillar; (Cant.) a nit, louse; itching|||螆||||12|4315.0|JILMI|十戈中一戈|42847.060|1081.150||142|||||
蛔|hui2|tapeworm|||蚘蛕||||12|5610.0|LIWR|中戈田口|42849.070|1081.170|1464|142|||||
蛕|hui2|the common intestinal worms, the tape-worm|||蚘蛔||||12||LIKB|中戈大月|42848.050|1081.180|1517|142|||||
蛖|mang2||||||||13|5311.2|LIIUH|中戈戈山竹|42854.080|1081.210||142|||||
蛗|fu4|a grasshopper, locust|||猓||||12|2713.6|HRLMI|竹口中一戈|42850.040|1081.220||142|||||
蛘|yang2|a weevil found in rice, etc.|||||||12|5815.1|LITQ|中戈廿手|42852.020|1081.240|1530|142|||||
蛙|wa1|frog|||鼃||4||12|5411.4|LIGG|中戈土土|42847.030|1081.250|710|142||1709|frog|1741|frog
蛚|lie4||||||||12|5210.0|LIMNN|中戈一弓弓|42848.090|1081.300||142|||||
蛛|zhu1|spider|||鼄||5||12|5519.0|LIHJD|中戈竹十木|42849.090|1081.310|260|142||2982|spider (back end)|2978|spider (back end)
蛜|yi1||||||||12|5715.7|LIOSK|中戈人尸大|42850.020|1081.320||142|||||
蛝|xian2||||||||12|5713.2|LIAV|中戈日女|42852.080|1081.350||142|||||
蛞|kuo4|snail; slug, mole cricket|||||||12|5216.4|LIHJR|中戈竹十口|42849.130|1081.360|736|142|||||
蛟|jiao1|scaly dragon with four legs|||||||12|5014.8|LIYCK|中戈卜金大|42851.110|1081.370|553|142|||||
蛠|li4||||||||12||LIKSS|中戈大尸尸|42852.120|1082.030||142|||||
蛡|yi4||||||||12||LISMM|中戈尸一一|42852.110|1082.050||142|||||
蛢|ping2||||||||12|5814.1|LITT|中戈廿廿|42852.030 42863.010|1082.080||142|||||
蛣|qi1|(dung) beetle|||||||12|5416.1|LIGR|中戈土口|42847.050|1082.090|582|142|||||
蛤|ha2|clam|||||5||12|5816.1|LIOMR|中戈人一口|42850.130|1082.120|509|142|||||
蛥|she2||||||||12||LININ|中戈弓戈弓|42851.070|1082.150||142|||||
蛦|yi2||||||||12|5513.2|LIKN|中戈大弓|42848.110|1082.180||142|||||
蛧|wang3||||||||12||LIBKK|中戈月大大|42849.080|1082.200||142|||||
蛨|mo4||||||||12|5116.0|LIMA|中戈一日|42848.040|1082.230||142|||||
蛩|qiong2|cricket, locust; anxious|||||||12|1713.6|MNLMI|一弓中一戈|42847.070|1082.250|689|142|||||
蛪|qie4||||||||12|5713.6|QHLMI|手竹中一戈|42849.110|1082.290||142|||||
蛫|gui3||||||||12|5711.2|LINMU|中戈弓一山|42851.030|1082.300||142|||||
蛬|qiong2||||||||12|4413.6|TCLMI|廿金中一戈|42848.020|1082.340||142|||||
蛭|zhi4|leech|||||||12|5111.4|LIMIG|中戈一戈土|42848.140|1083.010|141|142|||||
蛮|man2|barbarians; barbarous, savage||蠻|||3||12|0013.6|YCLMI|卜金中一戈|42851.080|1083.100|833|142|6|||2952|barbaric
蛯|lao3|shrimp|||||||12|5411.1|LIJKP|中戈十大心|42847.061|1083.151||142|||||
蛰|zhe2|to hibernate||蟄|||5||12|5513|QILMI|手戈中一戈|42847.080|1083.151||142|||||
蛱|jia2|kind of butterfly||蛺|||||12|5518|LIKT|中戈大廿|42848.100|1083.151||142|||||
蛲|nao2|worms||蟯|||||12|5511|LIJPU|中戈十心山|42848.120|1083.151||142|||||
蛳|si1|kind of snail with spiral shell||螄|||||12|5112|LILLB|中戈中中月|42848.160|1083.151||142|||||
蛴|qi2|maggots, grubs||蠐|||||12|5012|LIYKL|中戈卜大中|42851.100|1083.151|56|142|||||
